更新时间,#genre#
20250607-17-39-28,url


RespoTime,whitelist,#genre#
548.25ms,CCTV14-少儿,http://112.101.78.50:9901/tsfile/live/0014_1.m3u8
548.25ms,宁夏卫视,http://222.134.245.16:9901/tsfile/live/0112_1.m3u8?key=txiptv&playlive=1&authid=0
548.26ms,湖南卫视,http://117.90.232.66:4022/rtp/239.49.8.142:6000
548.30ms,CCTV8-电视剧,http://123.129.70.178:9901/tsfile/live/0008_1.m3u8?key=txiptv&playlive=1&authid=0
548.52ms,北京卫视,http://113.104.184.106:7088/udp/239.77.1.151:5146
548.56ms,杭州生活,http://123.159.125.118:9901/tsfile/live/1008_1.m3u8?key=txiptv&playlive=0&authid=0
548.69ms,宁夏｜西宁新闻综合,https://stream1.freetv.fun/zhu-xia--xi-zhu-xin-wen-zong-he-1.m3u8
548.87ms,CCTV14-少儿,http://223.241.247.214:9901/tsfile/live/0014_1.m3u8
549.10ms,东森电影,https://stream1.freetv.fun/7e7daf1aca2b5fc6ab5365c3d5201b91e3b538cd4a947fd5bdb0256900d3f638.m3u8
549.14ms,湖南卫视,http://121.29.141.230:4022/rtp/239.253.92.84:8015
549.43ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-1.m3u8
549.44ms,深圳卫视,http://113.104.184.106:7088/udp/239.77.0.130:5146
549.61ms,天津卫视,https://stream1.freetv.fun/575c9b547c7243696c3a5b309c67f197744e930ca65cb22899a19556519ee8d3.m3u8
549.71ms,深圳卫视,http://183.215.134.239:19901/tsfile/live/0126_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
549.91ms,安徽卫视,http://112.101.78.50:9901/tsfile/live/0130_1.m3u8
549.97ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-9.m3u8
550.05ms,湖南电影,https://stream1.freetv.fun/hu-nan-dian-ying-14.m3u8
550.12ms,四川卫视,https://stream1.freetv.fun/e728188709278d17759597dd39ed926dc1411ae78e6280a9805a867497769806.m3u8
550.22ms,山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8?key=txiptv&playlive=1&authid=0
550.29ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-4.m3u8
550.42ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-7.m3u8
550.51ms,CCTV4中文国际美洲,http://58.50.156.176:4022/rtp/239.69.1.232:11034
550.52ms,CCTV2-财经,http://nas.tuyuannet.cn:8800/rtp/239.37.0.3:5540
550.56ms,重庆卫视,http://183.131.246.250:9901/tsfile/live/0142_1.m3u8?key=txiptv&playlive=1&authid=0
550.81ms,吉林卫视,http://58.50.156.176:4022/rtp/239.69.1.212:10914
551.00ms,文山州公共,http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel8/playlist.m3u8?zyund
551.17ms,浙江新闻,http://api3.52tb.xyz/info?id=434&token=20221127jxwhhemby
551.18ms,CCTV央视台球,http://119.98.98.208:4022/rtp/239.69.1.98:10224
551.24ms,安徽:祁门综合频道,http://117.57.33.143:4022/rtp/238.1.79.14:4224
551.29ms,经典电影,https://stream1.freetv.fun/jing-dian-dian-ying-6.m3u8
551.30ms,CCTV8-电视剧,https://stream1.freetv.fun/506f21d0ee54b97e7b0b5f8cbf7acc6acec204419051187b7828eed7b6292413.m3u8
551.46ms,CCTV10-科教,http://222.169.85.8:9901/tsfile/live/0010_1.m3u8
551.52ms,CCTV3,http://221.13.235.221:9901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
551.58ms,湖北影视,https://stream1.freetv.fun/hu-bei-ying-shi-2.m3u8
551.58ms,新疆｜石河子新闻综合,http://124.88.144.73:1935/live/xwzh/playlist.m3u8
551.59ms,广西卫视,http://58.50.156.176:4022/rtp/239.69.1.191:10788
551.90ms,CCTV5-体育,http://218.3.138.25:1111/tsfile/live/1004_1.m3u8
551.91ms,CCTV9-纪录,http://112.101.78.50:9901/tsfile/live/0009_1.m3u8
551.93ms,四川卫视,http://119.98.98.208:4022/rtp/239.69.1.169:10650
551.96ms,河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8
551.99ms,佛山综合,https://stream1.freetv.fun/fo-shan-zong-he-5.ctv
552.09ms,湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8
552.13ms,西藏卫视,http://120.76.248.139/live/bfgd/4200000121.m3u8
552.17ms,山东卫视,http://121.29.141.230:4022/rtp/239.253.92.207:8109
552.18ms,金川新闻综合,https://stream1.freetv.fun/jin-chuan-xin-wen-zong-he-2.m3u8
552.39ms,重庆卫视,http://58.50.156.176:4022/rtp/239.69.1.149:10530
552.43ms,海南卫视,http://171.15.18.199:8180/TV00000000000000000028@HHZT
552.43ms,CCTV17-农业农村,http://nas.tuyuannet.cn:8800/rtp/239.37.0.2:5540
552.48ms,北京卫视,http://112.101.78.50:9901/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0
552.54ms,深圳卫视,http://113.104.184.106:7088/udp/239.77.1.3:5146
552.56ms,CCTV1-综合,https://www.freetv.top/migu/608807420.m3u8?migutoken=62cc412b9ed80aedbbfbfa6a55531ee8b985d61113ed0b3a1eeca8b89d22ad1421fa10735503c61f31e2f2ce0a171251aeef21c117c85c7402fad2ac072d34433a2894846daa562bba18718b94
552.67ms,湖南卫视,http://180.165.24.227:4022/udp/239.45.3.228:5140
552.82ms,新疆卫视,http://112.101.78.50:9901/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
553.11ms,天津卫视,http://113.104.184.106:7088/udp/239.77.1.182:5146
553.15ms,湖南卫视,http://223.241.247.214:9901/tsfile/live/1009_1.m3u8
553.16ms,上海乐游纪实,http://183.162.205.235:4022/rtp/238.1.78.151:7080
553.20ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-9.m3u8
553.21ms,CCTV11-戏曲,http://222.169.85.8:9901/tsfile/live/0011_1.m3u8
553.26ms,CHC影迷电影,http://113.195.172.192:808/hls/112/index.m3u8
553.38ms,内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8?key=txiptv&playlive=1&authid=0
553.41ms,广东新闻,https://stream1.freetv.fun/yan-dong-xin-wen-23.m3u8
553.58ms,广东新闻频道,http://113.104.184.106:7088/udp/239.77.0.173:5146
553.60ms,厦门卫视,https://stream1.freetv.fun/dbed63a86040718ec58da63619796d31e0af9afacda7aedd1423aa1af946a7b9.m3u8
553.77ms,天津卫视,http://171.105.180.114:4022/udp/239.81.0.113:4056
553.89ms,CCTV5-体育,http://nas.tuyuannet.cn:8800/rtp/239.37.0.232:5540
553.91ms,重庆卫视,http://140.250.221.14:4022/udp/239.21.1.233:5002
553.93ms,湖北垄上,https://stream1.freetv.fun/hu-bei-long-shang-3.m3u8
553.95ms,广西卫视,http://119.98.36.30:4022/rtp/239.69.1.191:10788
554.17ms,安徽卫视,http://183.131.246.250:9901/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0
554.20ms,CCTV6-电影,http://120.76.248.139/live/bfgd/4200000065.m3u8
554.38ms,东南卫视,http://1.196.152.44:2010/rtp/239.16.20.82:10820
554.41ms,辽宁卫视,http://49.77.104.56:8554/udp/239.49.8.48:8000
554.61ms,贵州卫视,http://222.80.13.57:7088/udp/238.125.5.65:5140
554.66ms,云南卫视,http://1.196.152.44:2010/rtp/239.16.20.85:10850
554.72ms,吉林卫视,http://222.80.13.57:7088/udp/238.125.3.103:5140
554.75ms,辽宁卫视,http://222.80.13.57:7088/udp/238.125.5.15:5140
554.79ms,CCTV4K超高清,http://221.234.128.5:4022/rtp/239.69.1.12:9712
554.82ms,新疆卫视,http://222.80.13.57:7088/udp/238.125.3.174:5140
554.90ms,东方卫视,http://49.77.104.56:8554/udp/239.49.8.17:9606
554.96ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-18.ctv
555.00ms,湖北卫视,http://222.80.13.57:7088/udp/238.125.5.10:5140
555.02ms,三沙卫视,http://222.80.13.57:7088/udp/238.125.5.114:5140
555.05ms,陕西卫视,http://111.227.196.164:9901/tsfile/live/0136_1.m3u8
555.06ms,河南卫视,http://222.80.13.57:7088/udp/238.125.3.171:5140
555.08ms,金鹰卡通,http://222.80.13.57:7088/udp/238.125.5.104:5140
555.08ms,香港卫视,https://stream1.freetv.fun/xiang-gang-wei-shi-7.m3u8
555.13ms,梨园频道,http://222.80.13.57:7088/udp/238.125.4.103:5140
555.14ms,重庆卫视,http://222.80.13.57:7088/udp/238.125.5.14:5140
555.14ms,江苏卫视,http://1.196.152.44:2010/rtp/239.16.20.74:10740
555.15ms,上海金色学堂,http://222.80.13.57:7088/udp/238.125.5.115:5140
555.15ms,CCTV15-音乐,http://222.169.85.8:9901/tsfile/live/0015_1.m3u8
555.16ms,山东卫视,http://222.80.13.57:7088/udp/238.125.5.11:5140
555.22ms,金鹰纪实,http://222.80.13.57:7088/udp/238.125.5.71:5140
555.22ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-2.m3u8
555.23ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-4.m3u8
555.24ms,浙江卫视,http://123.159.125.118:9901/tsfile/live/0124_1.m3u8?key=txiptv&playlive=0&authid=0
555.25ms,内蒙古卫视,http://112.101.78.50:9901/tsfile/live/0109_1.m3u8
555.36ms,安徽:滁州新闻综合,http://183.162.205.235:4022/rtp/238.1.78.132:6928
555.36ms,辽宁卫视,http://180.165.24.227:4022/udp/239.45.1.123:5140
555.39ms,山东卫视,http://1.196.152.44:2010/rtp/239.16.20.80:10800
555.51ms,茶频道,http://222.80.13.57:7088/udp/238.125.5.101:5140
555.51ms,CCTV4-中文国际,http://111.9.163.109:9901/tsfile/live/0004_1.m3u8
555.56ms,上海动漫秀场,http://222.80.13.57:7088/udp/238.125.5.33:5140
555.63ms,河南卫视,http://1.196.152.44:2010/rtp/239.16.20.21:10210
555.64ms,浙江卫视,http://171.105.180.114:4022/udp/239.81.0.108:4056
555.75ms,北京卫视,http://222.80.13.57:7088/udp/238.125.5.3:5140
555.79ms,东方卫视,http://222.80.13.57:7088/udp/238.125.5.5:5140
555.83ms,CCTV4K,http://121.29.141.230:4022/rtp/239.253.93.134:6631
555.84ms,湖南卫视,http://222.80.13.57:7088/udp/238.125.5.4:5140
555.86ms,江苏卫视,http://171.105.180.114:4022/udp/239.81.0.106:4056
555.88ms,邢台综合,https://stream1.freetv.fun/xing-tai-zong-he-7.ctv
555.89ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-2.m3u8
555.95ms,河北少儿科教,https://stream1.freetv.fun/he-bei-shao-er-ke-jiao-12.m3u8
555.98ms,东南卫视,http://222.80.13.57:7088/udp/238.125.5.49:5140
556.09ms,广东卫视,http://112.99.193.34:9901/tsfile/live/1043_1.m3u8?
556.09ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-4.m3u8
556.14ms,求索纪录,https://stream1.freetv.fun/qiu-suo-ji-lu-8.m3u8
556.15ms,天津卫视,http://117.90.232.66:4022/udp/239.49.8.35:8620
556.22ms,广东卫视,http://222.80.13.57:7088/udp/238.125.5.12:5140
556.24ms,CCTV9-纪录,http://222.169.85.8:9901/tsfile/live/0009_1.m3u8
556.28ms,山东卫视,http://123.130.84.106:8154/tsfile/live/0131_1.m3u8
556.32ms,北京卫视,http://117.90.232.66:4022/rtp/239.49.8.141:6000
556.35ms,山东少儿,https://stream1.freetv.fun/shan-dong-shao-er-8.m3u8
556.45ms,CCTV11-戏曲,http://171.15.18.199:8180/TV00000000000000000011@HHZT
556.55ms,四川卫视,http://120.76.248.139/live/bfgd/4200000103.m3u8
556.60ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-6.ctv
556.84ms,东南卫视,http://121.29.141.230:4022/rtp/239.253.92.201:6146
556.96ms,荣昌综合,http://183.64.181.25:40023/rongchang01.m3u8
557.03ms,甘肃卫视,http://140.250.221.14:4022/udp/239.21.2.22:5002
557.06ms,广州影视,https://stream1.freetv.fun/yan-zhou-ying-shi-3.m3u8
557.16ms,河北卫视,http://121.29.141.230:4022/rtp/239.253.92.154:6011
557.16ms,CHC家庭影院,https://stream1.freetv.fun/chcjia-ting-ying-yuan-19.ctv
557.36ms,青海卫视,https://stream1.freetv.fun/b42c62bf8970943cef5224e2caf19a6b25d549373552d1170daeb4b100a110a1.m3u8
557.37ms,兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8?%E5%85%B3%E6%B3%A8%E5%BE%AE%E4%BF%A1%E5%85%AC%E4%BC%97%E5%8F%B7[%E6%99%B4%E5%9B%AD]
557.40ms,福建综合,https://stream1.freetv.fun/fu-jian-zong-he-6.m3u8
557.53ms,哈尔滨新闻综合,http://stream.hrbtv.net/xwzh/sd/live.m3u8?zheild
557.63ms,CCTV1-综合,http://112.101.78.50:9901/tsfile/live/0001_1.m3u8
557.79ms,CCTV12-社会与法,http://171.15.18.199:8180/TV00000000000000000012@HHZT
557.94ms,广东卫视,http://49.77.104.56:8554/udp/239.49.8.13:9422
558.04ms,东南卫视,http://123.159.125.118:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=0&authid=0
558.05ms,哈哈炫动,http://180.165.5.176:4022/udp/239.45.1.55:5140
558.05ms,黑龙江卫视,http://221.213.91.71:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=0&authid=0
558.11ms,CCTV1-综合,http://120.76.248.139/live/bfgd/4200000489.m3u8
558.12ms,北京卫视,http://110.157.221.131:8088/udp/238.125.5.3:5140
558.13ms,东方卫视,http://117.90.232.66:4022/rtp/239.49.8.140:6000
558.14ms,深圳卫视,http://112.99.193.34:9901/tsfile/live/1044_1.m3u8?
558.19ms,东南卫视,http://140.250.221.14:4022/udp/239.21.1.113:5002
558.29ms,CCTV11-戏曲,https://stream1.freetv.fun/c23a4f52a9d9d0b34759b80498722011be190bd0d11d4425312946cb5f42cc75.m3u8
558.41ms,辽宁卫视,http://222.169.85.8:9901/tsfile/live/0121_1.m3u8
558.43ms,江西卫视,http://58.19.133.144:11001/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0
558.50ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-6.m3u8
558.58ms,新疆｜石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8
558.63ms,黑龙江卫视,http://171.105.180.114:4022/udp/239.81.0.105:4056
558.63ms,湖北卫视,http://49.77.104.56:8554/rtp/239.49.8.147:6000
558.70ms,广东卫视,http://171.105.180.114:4022/udp/239.81.0.104:4056
559.00ms,河北卫视,http://112.101.78.50:9901/tsfile/live/0117_1.m3u8?key=txiptv&playlive=1&authid=0
559.01ms,嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-31.ctv
559.06ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-1.ctv
559.10ms,兵团八师石河子教育,http://124.88.144.73:1935/live/jiaoyu/playlist.m3u8
559.18ms,浙江卫视,https://stream1.freetv.fun/2e3a01b886780ceca10b44bb6cdb57413757275a6fdcb083800db996bc2f81e3.m3u8
559.19ms,江西卫视,http://171.105.180.114:4022/udp/239.81.0.204:4056
559.20ms,内蒙古卫视,http://120.76.248.139/live/bfgd/4200000110.m3u8
559.23ms,东南卫视,http://183.131.246.250:9901/tsfile/live/0137_1.m3u8?key=txiptv&playlive=1&authid=0
559.24ms,山东新闻,https://stream1.freetv.fun/shan-dong-xin-wen-10.m3u8
559.25ms,CHC动作电影,https://stream1.freetv.fun/ipv6-chcdong-zuo-dian-ying-24.m3u8
559.29ms,西藏卫视,http://112.101.78.50:9901/tsfile/live/0111_1.m3u8
559.35ms,深圳体育健康,http://113.104.184.106:7088/udp/239.77.1.128:5146
559.35ms,河北卫视,http://180.165.24.227:4022/udp/239.45.1.44:5140
559.43ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-1.m3u8
559.54ms,湖南卫视,http://171.105.180.114:4022/udp/239.81.0.110:4056
559.56ms,东方卫视,http://171.105.180.114:4022/udp/239.81.0.111:4056
559.57ms,CCTV央视台球,http://121.29.141.230:4022/rtp/239.253.93.231:6409
559.58ms,东南卫视,http://221.213.91.71:9901/tsfile/live/0123_1.m3u8?key=txiptv&playlive=0&authid=0
559.61ms,湖北公共,https://stream1.freetv.fun/hu-bei-gong-gong-4.m3u8
559.64ms,四川卫视,http://171.105.180.114:4022/udp/239.81.0.130:4056
559.68ms,安徽:国际频道,http://183.162.205.235:4022/rtp/238.1.78.61:6360
559.73ms,CCTV14-少儿,http://120.76.248.139/live/bfgd/4200000132.m3u8
559.73ms,湖北垄上,http://119.98.36.30:4022/rtp/239.69.1.43:9898
559.83ms,开封新闻综合,https://stream1.freetv.fun/kai-feng-xin-wen-zong-he-2.m3u8
559.83ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-7.m3u8
559.94ms,山东卫视,http://112.101.78.50:9901/tsfile/live/0131_1.m3u8
560.00ms,东方卫视,http://140.250.221.14:4022/udp/239.21.1.111:5002
560.12ms,浙江卫视,http://223.241.247.214:9901/tsfile/live/1010_1.m3u8
560.33ms,浙江卫视,http://112.101.78.50:9901/tsfile/live/0124_1.m3u8
560.35ms,新疆卫视,http://42.225.117.174:11199/tsfile/live/0110_1.m3u8?key=txiptv&amp;amp;playlive=1&amp;amp;authid=0
560.36ms,东森电影,https://stream1.freetv.fun/dong-sen-dian-ying-5.m3u8
560.44ms,靖江新闻综合,http://120.76.248.139/live/bfgd/4200000282.m3u8
560.58ms,湖北教育,http://119.98.36.30:4022/rtp/239.69.1.206:10878
560.59ms,湖南卫视,http://112.101.78.50:9901/tsfile/live/0128_1.m3u8
560.61ms,安徽卫视,http://171.105.180.114:4022/udp/239.81.0.211:4056
560.66ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-4.ctv
560.78ms,辽宁生活,http://httplive.slave.bfgd.com.cn:14311/playurl?playtype=live&protocol=http&accesstoken=R5F2408FEU3198804BK78052214IE73560DFP2BF4M340CE68V0Z339CBW1626D4D261E46FEA&playtoken=31608RMZHGPUCXX10&programid=4200000073
560.80ms,黑龙江影视,http://112.99.193.34:9901/tsfile/live/1025_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
560.84ms,河北农民,http://ls.qingting.fm/live/1650.m3u8
560.85ms,湖北教育,https://stream1.freetv.fun/hu-bei-jiao-yu-4.ctv
560.90ms,黑龙江新闻法治,http://112.99.193.34:9901/tsfile/live/1028_1.m3u8?key=txiptv&amp;playlive=1&amp;authid=0
560.93ms,江苏卫视,http://140.250.221.14:4022/udp/239.21.1.89:5002
560.94ms,辽宁卫视,http://112.101.78.50:9901/tsfile/live/0121_1.m3u8
561.14ms,CCTV17-农业农村,http://222.169.85.8:9901/tsfile/live/0007_1.m3u8
561.21ms,CCTV4K,http://121.29.141.230:4022/rtp/239.253.92.219:6228
561.31ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-6.ctv
561.33ms,山西卫视,http://123.130.84.106:8154/tsfile/live/0118_1.m3u8
561.43ms,武乡新闻综合,http://60.220.198.84:81/0.m3u8
561.46ms,汕头经济,https://stream1.freetv.fun/shan-tou-jing-ji-5.ctv
561.47ms,北京卫视,http://117.90.232.66:4022/udp/239.49.8.11:9414
561.54ms,浙江民生休闲,https://stream1.freetv.fun/zhe-jiang-min-sheng-5.m3u8
561.55ms,CCTV怀旧剧场,http://183.162.205.235:4022/rtp/238.1.79.61:4624
561.55ms,黑龙江卫视,http://117.90.232.66:4022/udp/239.49.8.14:9426
561.57ms,CCTV8-电视剧,https://stream1.freetv.fun/f93e3ef4f01e4696e90224ac98d6232c9b3e307da4eeb4309082d7df89c83049.m3u8
561.61ms,西宁生活服务,https://stream1.freetv.fun/xi-zhu-sheng-huo-fu-wu-1.m3u8
561.61ms,蓬安新闻综合,https://stream1.freetv.fun/peng-an-xin-wen-zong-he-2.m3u8
561.63ms,湖南卫视,http://183.162.205.235:4022/rtp/238.1.78.160:7152
561.81ms,海南卫视,http://120.76.248.139/live/bfgd/4200000473.m3u8
561.91ms,黑龙江影视,https://stream1.freetv.fun/hei-long-jiang-ying-shi-17.m3u8
561.95ms,CCTV14-少儿,http://222.169.85.8:9901/tsfile/live/0014_1.m3u8
562.01ms,辽宁小品,http://epg.112114.xyz/douyu/9322175
562.03ms,江苏卫视,http://218.3.138.25:1111/tsfile/live/1017_1.m3u8?key=txiptv&playlive=1&authid=0
562.04ms,四川卫视,http://171.15.18.199:8180/TV00000000000000000040@HHZT
562.09ms,CCTV风云剧场,http://113.104.184.106:7088/udp/239.253.43.16:5146
562.09ms,湖北综合,https://stream1.freetv.fun/hu-bei-zong-he-13.m3u8
562.12ms,乐山新闻综合,https://stream1.freetv.fun/le-shan-xin-wen-zong-he-2.m3u8
562.18ms,湖北卫视,http://223.241.247.214:9901/tsfile/live/0132_1.m3u8?key=txiptv&playlive=1&authid=0
562.19ms,吉林卫视,http://121.29.141.230:4022/rtp/239.253.92.202:6147
562.22ms,江苏卫视,http://60.2.190.206:4000/udp/239.253.92.88:8018
562.24ms,山西卫视,http://171.15.18.199:8180/TV00000000000000000038@HHZT
562.25ms,河南民生,https://stream1.freetv.fun/he-nan-min-sheng-7.m3u8
562.50ms,CCTV5-体育,https://www.freetv.top/migu/641886683.m3u8?migutoken=2394bc3ac567cd8270631b1f612f28f996719523d72453a2d116e0f33d6e35016d1954f50d7ae0eae4743d3557d85b85dc048a8c45ac3d96c528fce533ceeb7febaa06283ebe688a04fa57379a
562.63ms,菏泽经济生活,http://live.hznet.tv:1935/live/live2/500k/tzwj_video.m3u8
562.68ms,CCTV风云剧场,http://121.29.141.230:4022/rtp/239.253.93.251:6429
562.70ms,山西卫视,http://112.101.78.50:9901/tsfile/live/0118_1.m3u8
562.79ms,叙州新闻综合,https://stream1.freetv.fun/xu-zhou-xin-wen-zong-he-1.m3u8
562.92ms,哈尔滨新闻综合,https://stream1.freetv.fun/ha-er-bin-xin-wen-zong-he-4.m3u8
562.94ms,CCTV13-新闻,https://epg.pw/stream/5d3d047c64e44d0a24dc33e5700e579457201d2960036b43819bd930a0bb76a7.m3u8
562.96ms,广东卫视,https://stream1.freetv.fun/af85fee1b8e836bd54cf69276660c22fffd54e31fe634856f6fd550ec77304d9.m3u8
562.96ms,哈哈炫动,https://stream1.freetv.fun/ha-ha-xuan-dong-16.m3u8
563.02ms,湖北卫视,http://113.104.184.106:7088/udp/239.77.0.128:5146
563.12ms,江门综合,https://stream1.freetv.fun/jiang-men-zong-he-11.ctv
563.15ms,东方卫视,http://183.131.246.250:9901/tsfile/live/0120_1.m3u8?key=txiptv&playlive=1&authid=0
563.19ms,深圳卫视,http://121.29.141.230:4022/rtp/239.253.92.86:8017
563.29ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-24.ctv
563.35ms,兰溪新闻综合,https://stream1.freetv.fun/lan-xi-xin-wen-zong-he-1.m3u8
563.37ms,黑龙江卫视,http://171.15.18.199:8180/TV00000000000000000027@HHZT
563.39ms,湖北生活,https://stream1.freetv.fun/hu-bei-sheng-huo-12.ctv
563.44ms,武汉教育,https://stream1.freetv.fun/wu-yi-jiao-yu-4.m3u8
563.48ms,江西卫视,http://183.215.134.239:19901/tsfile/live/0138_1.m3u8
563.60ms,广东卫视,http://117.90.232.66:4022/udp/239.49.8.13:9422
563.63ms,河南卫视,http://223.241.247.214:9901/tsfile/live/0139_1.m3u8
563.91ms,优漫卡通,https://stream1.freetv.fun/you-man-qia-tong-11.m3u8
563.93ms,CCTV1-综合,http://120.76.248.139/live/bfgd/4200000484.m3u8
563.98ms,吉林卫视,http://120.76.248.139/live/bfgd/4200000097.m3u8
564.25ms,CCTV3,http://183.215.134.239:19901/tsfile/live/0003_1.m3u8?key=txiptv&playlive=1&authid=0
564.27ms,重庆卫视,http://222.169.85.8:9901/tsfile/live/0142_1.m3u8
564.44ms,十堰新闻,https://stream1.freetv.fun/shi-yan-xin-wen-2.m3u8
564.50ms,汕头经济生活,http://113.104.184.106:7088/udp/239.253.43.46:5146
564.51ms,湖南都市,http://pili-live-snapshot.tv.hntvcloud.com/mg-tv/channel-6.m3u8
564.66ms,浙江生活,http://ls.qingting.fm/live/1099.m3u8
564.67ms,北京卫视,http://dms.yryyj.site:8188/udp/239.76.246.184:1234
565.08ms,黑龙江文体,http://112.99.193.34:9901/tsfile/live/1022_1.m3u8?
565.10ms,辽宁卫视,http://171.105.180.114:4022/udp/239.81.0.210:4056
565.11ms,康巴卫视,https://stream1.freetv.fun/e1854d983296da1d0804b07dcd259f5aafc1d7f17f59b6e0001d2a0741b5c608.m3u8
565.12ms,CHC动作电影,https://stream1.freetv.fun/chcdong-zuo-dian-ying-9.m3u8
565.13ms,新疆卫视,http://42.225.117.174:11199/tsfile/live/0110_1.m3u8?key=txiptv&playlive=1&authid=0
565.18ms,三沙卫视,https://stream1.freetv.fun/san-sha-wei-shi-5.m3u8
565.58ms,兵团卫视,http://120.76.248.139/live/bfgd/4200000124.m3u8
565.69ms,哈尔滨新闻综合,https://stream1.freetv.fun/ha-er-bin-xin-wen-zong-he-1.m3u8
565.77ms,沁阳新闻综合,https://stream1.freetv.fun/qin-yang-xin-wen-zong-he-1.m3u8
565.79ms,山东教育卫视,http://112.101.78.50:9901/tsfile/live/1017_1.m3u8
566.07ms,嵊泗综合,https://stream1.freetv.fun/sheng-zhou-xin-wen-zong-he-2.ctv
566.10ms,深圳都市频道,http://113.104.184.106:7088/udp/239.77.1.176:5146
566.12ms,深圳电视剧频道,http://113.104.184.106:7088/udp/239.77.1.177:5146
566.15ms,湖南卫视,http://113.104.184.106:7088/udp/239.77.1.5:5146
566.20ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-16.ctv
566.22ms,广州综合,https://stream1.freetv.fun/yan-zhou-zong-he-2.m3u8
566.38ms,北京卫视,http://171.105.180.114:4022/udp/239.81.0.109:4056
566.66ms,内蒙古卫视,http://221.213.91.71:9901/tsfile/live/0141_1.m3u8?key=txiptv&playlive=0&authid=0
566.72ms,CCTV5,http://221.13.235.221:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0
566.74ms,CCTV7-国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8
566.75ms,CCTV第一剧场,http://183.162.205.235:4022/rtp/238.1.79.63:4640
566.78ms,广西卫视,https://stream1.freetv.fun/ea0d1b1fd3dead4ce62ebea5bb153d4db39617a5e0e37af009e5207049b17cfd.m3u8
566.85ms,CETV早期教育,http://113.104.184.106:7088/udp/239.77.0.180:5146
566.87ms,广东卫视,http://140.250.221.14:4022/udp/239.21.1.92:5002
566.91ms,动漫秀场,https://stream1.freetv.fun/dong-man-xiu-chang-11.ctv
566.95ms,安徽:肥西新闻综合,http://183.162.205.235:4022/rtp/238.1.78.185:7352
566.95ms,广东影视频道,http://113.104.184.106:7088/udp/239.77.0.217:5146
567.05ms,广东卫视,http://113.104.184.106:7088/udp/239.77.1.19:5146
567.15ms,四川卫视,http://112.101.78.50:9901/tsfile/live/0123_1.m3u8
567.16ms,航拍中国第二季,http://newcntv.qcloudcdn.com/asp/hls/4000/0303000a/3/default/2bdfdad540b342f592f9817cb7f3b79a/4000.m3u8
567.27ms,汕头综合,https://stream1.freetv.fun/shan-tou-zong-he-1.ctv
567.31ms,CCTV央视文化精品,http://183.162.205.235:4022/rtp/238.1.79.54:4568
567.35ms,兵团八师石河子经济生活,http://124.88.144.73:1935/live/dywt/playlist.m3u8?zxinjd
567.37ms,CCTV8-电视剧,http://nas.tuyuannet.cn:8800/rtp/239.37.0.234:5540
567.38ms,河北卫视,http://120.76.248.139/live/bfgd/4200000108.m3u8
